"hmdb_Id"	"kegg_Id"	"super_class"	"class"
"18981"	"HMDB38136"	"NA"	"Lipids"	"Prenol Lipids"
"18982"	"HMDB38137"	"NA"	"Lipids"	"Prenol Lipids"
"18983"	"HMDB38138"	"NA"	"Lipids"	"Prenol Lipids"
"18984"	"HMDB38139"	"NA"	"Lipids"	"Prenol Lipids"
"18985"	"HMDB38140"	"NA"	"Lipids"	"Prenol Lipids"
"18986"	"HMDB38141"	"NA"	"Lipids"	"Prenol Lipids"
"18987"	"HMDB38142"	"NA"	"Lipids"	"Prenol Lipids"
"18988"	"HMDB38143"	"NA"	"Lipids"	"Prenol Lipids"
"18989"	"HMDB38144"	"NA"	"Lipids"	"Prenol Lipids"
"18990"	"HMDB38145"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Quinolines and Derivatives"
"18991"	"HMDB38146"	"NA"	"Lipids"	"Prenol Lipids"
"18992"	"HMDB38147"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzofurans"
"18993"	"HMDB38148"	"NA"	"Lipids"	"Prenol Lipids"
"18994"	"HMDB38149"	"NA"	"Lipids"	"Prenol Lipids"
"18995"	"HMDB38150"	"NA"	"Lipids"	"Prenol Lipids"
"18996"	"HMDB38151"	"NA"	"Lipids"	"Prenol Lipids"
"18997"	"HMDB38152"	"NA"	"Lipids"	"Prenol Lipids"
"18998"	"HMDB38153"	"NA"	"Lipids"	"Prenol Lipids"
"18999"	"HMDB38154"	"NA"	"Lipids"	"Prenol Lipids"
"19000"	"HMDB38155"	"NA"	"Lipids"	"Prenol Lipids"
"19001"	"HMDB38156"	"NA"	"Lipids"	"Prenol Lipids"
"19002"	"HMDB38157"	"NA"	"Lipids"	"Prenol Lipids"
"19003"	"HMDB38158"	"NA"	"Lipids"	"Prenol Lipids"
"19004"	"HMDB38159"	"NA"	"Lipids"	"Prenol Lipids"
"19005"	"HMDB38160"	"NA"	"Lipids"	"Prenol Lipids"
"19006"	"HMDB38161"	"NA"	"Aromatic Homomonocyclic Compounds"	"Indanes"
"19007"	"HMDB38162"	"NA"	"Lipids"	"Prenol Lipids"
"19008"	"HMDB38163"	"NA"	"Aliphatic Homopolycyclic Compounds"	"N/A"
"19009"	"HMDB38164"	"NA"	"Lipids"	"Prenol Lipids"
"19010"	"HMDB38165"	"NA"	"Lipids"	"Prenol Lipids"
"19011"	"HMDB38166"	"NA"	"Lipids"	"Prenol Lipids"
"19012"	"HMDB38167"	"NA"	"Lipids"	"Prenol Lipids"
"19013"	"HMDB38168"	"NA"	"Lipids"	"Prenol Lipids"
"19014"	"HMDB38169"	"C06074"	"Lipids"	"Prenol Lipids"
"19015"	"HMDB38170"	"NA"	"Lipids"	"Prenol Lipids"
"19016"	"HMDB38171"	"NA"	"Lipids"	"Prenol Lipids"
"19017"	"HMDB38172"	"C12077"	"Lipids"	"Prenol Lipids"
"19018"	"HMDB38173"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Diphenylmethanes"
"19019"	"HMDB38174"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"19020"	"HMDB38175"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"19021"	"HMDB38176"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Furans"
"19022"	"HMDB38177"	"NA"	"Lipids"	"Prenol Lipids"
"19023"	"HMDB38178"	"NA"	"Lipids"	"Prenol Lipids"
"19024"	"HMDB38179"	"NA"	"Lipids"	"Prenol Lipids"
"19025"	"HMDB38180"	"NA"	"Lipids"	"Prenol Lipids"
"19026"	"HMDB38181"	"NA"	"Lipids"	"Prenol Lipids"
"19027"	"HMDB38182"	"NA"	"Lipids"	"Prenol Lipids"
"19028"	"HMDB38183"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Thiophenes"
"19029"	"HMDB38184"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Furans"
"19030"	"HMDB38185"	"NA"	"Lipids"	"Prenol Lipids"
"19031"	"HMDB38186"	"NA"	"Lipids"	"Prenol Lipids"
"19032"	"HMDB38187"	"NA"	"Lipids"	"Prenol Lipids"
"19033"	"HMDB38188"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Naphthofurans"
"19034"	"HMDB38189"	"NA"	"Lipids"	"Prenol Lipids"
"19035"	"HMDB38190"	"NA"	"Aromatic Homomonocyclic Compounds"	"Tetralins"
"19036"	"HMDB38191"	"NA"	"Aliphatic Homomonocyclic Compounds"	"Cycloalkanes"
"19037"	"HMDB38192"	"NA"	"Lipids"	"Prenol Lipids"
"19038"	"HMDB38193"	"NA"	"Lipids"	"Prenol Lipids"
"19039"	"HMDB38194"	"NA"	"Aliphatic Homomonocyclic Compounds"	"Cycloalkanes"
"19040"	"HMDB38195"	"NA"	"Lipids"	"Prenol Lipids"
"19041"	"HMDB38196"	"C16773"	"Lipids"	"Prenol Lipids"
"19042"	"HMDB38197"	"C16774"	"Lipids"	"Prenol Lipids"
"19043"	"HMDB38198"	"NA"	"Lipids"	"Prenol Lipids"
"19044"	"HMDB38199"	"NA"	"Lipids"	"Prenol Lipids"
"19045"	"HMDB38200"	"NA"	"Lipids"	"Prenol Lipids"
"19046"	"HMDB38201"	"NA"	"Lipids"	"Prenol Lipids"
"19047"	"HMDB38202"	"C17490"	"Lipids"	"Prenol Lipids"
"19048"	"HMDB38203"	"NA"	"Lipids"	"Prenol Lipids"
"19049"	"HMDB38204"	"NA"	"Lipids"	"Prenol Lipids"
"19050"	"HMDB38205"	"C16815"	"Lipids"	"Prenol Lipids"
"19051"	"HMDB38206"	"NA"	"Lipids"	"Prenol Lipids"
"19052"	"HMDB38207"	"C20173"	"Lipids"	"Prenol Lipids"
"19053"	"HMDB38208"	"NA"	"Lipids"	"Prenol Lipids"
"19054"	"HMDB38209"	"NA"	"Lipids"	"Prenol Lipids"
"19055"	"HMDB38210"	"NA"	"Lipids"	"Prenol Lipids"
"19056"	"HMDB38211"	"NA"	"Lipids"	"Prenol Lipids"
"19057"	"HMDB38212"	"NA"	"Lipids"	"Prenol Lipids"
"19058"	"HMDB38213"	"NA"	"Lipids"	"Prenol Lipids"
"19059"	"HMDB38214"	"NA"	"Lipids"	"Prenol Lipids"
"19060"	"HMDB38215"	"C09729"	"Lipids"	"Prenol Lipids"
"19061"	"HMDB38216"	"NA"	"Lipids"	"Prenol Lipids"
"19062"	"HMDB38217"	"NA"	"Aromatic Homomonocyclic Compounds"	"Indanes"
"19063"	"HMDB38218"	"NA"	"Aromatic Homomonocyclic Compounds"	"Indanes"
"19064"	"HMDB38219"	"NA"	"Lipids"	"Prenol Lipids"
"19065"	"HMDB38220"	"NA"	"Aromatic Homomonocyclic Compounds"	"Diphenylmethanes"
"19066"	"HMDB38221"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"19067"	"HMDB38222"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Acenes"
"19068"	"HMDB38223"	"NA"	"Aromatic Homomonocyclic Compounds"	"Benzonitriles"
"19069"	"HMDB38224"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"19070"	"HMDB38225"	"NA"	"Polyketides"	"Flavonoids"
"19071"	"HMDB38226"	"NA"	"Alkaloids and Derivatives"	"Aporphines"
"19072"	"HMDB38227"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"19073"	"HMDB38228"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19074"	"HMDB38229"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"19075"	"HMDB38230"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"19076"	"HMDB38231"	"NA"	"Lipids"	"Prenol Lipids"
"19077"	"HMDB38232"	"NA"	"Lipids"	"Prenol Lipids"
"19078"	"HMDB38233"	"NA"	"Lipids"	"Prenol Lipids"
"19079"	"HMDB38234"	"NA"	"Lipids"	"Prenol Lipids"
"19080"	"HMDB38235"	"NA"	"Polyketides"	"Flavonoids"
"19081"	"HMDB38236"	"NA"	"Lignans and Norlignans"	"Furofuran Lignans"
"19082"	"HMDB38237"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"19083"	"HMDB38238"	"NA"	"Organic Acids and Derivatives"	"Keto-Acids and Derivatives"
"19084"	"HMDB38239"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"19085"	"HMDB38242"	"NA"	"Lipids"	"Fatty Acid Esters"
"19086"	"HMDB38243"	"NA"	"Lipids"	"Prenol Lipids"
"19087"	"HMDB38244"	"NA"	"Lipids"	"Prenol Lipids"
"19088"	"HMDB38245"	"NA"	"Lipids"	"Prenol Lipids"
"19089"	"HMDB38246"	"NA"	"Lipids"	"Prenol Lipids"
"19090"	"HMDB38247"	"NA"	"Lipids"	"Prenol Lipids"
"19091"	"HMDB38248"	"NA"	"Lipids"	"Prenol Lipids"
"19092"	"HMDB38249"	"NA"	"Lipids"	"Prenol Lipids"
"19093"	"HMDB38250"	"NA"	"Lipids"	"Prenol Lipids"
"19094"	"HMDB38251"	"NA"	"Lipids"	"Prenol Lipids"
"19095"	"HMDB38252"	"NA"	"Polyketides"	"Flavonoids"
"19096"	"HMDB38253"	"NA"	"Polyketides"	"Flavonoids"
"19097"	"HMDB38254"	"NA"	"Polyketides"	"Flavonoids"
"19098"	"HMDB38255"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"19099"	"HMDB38256"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"19100"	"HMDB38257"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"19101"	"HMDB38258"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"19102"	"HMDB38259"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"19103"	"HMDB38260"	"NA"	"Lipids"	"Fatty Alcohol Esters"
"19104"	"HMDB38261"	"NA"	"Lignans and Norlignans"	"Lignan Glycosides"
"19105"	"HMDB38262"	"NA"	"Polyketides"	"Flavonoids"
"19106"	"HMDB38263"	"NA"	"Polyketides"	"Flavonoids"
"19107"	"HMDB38264"	"NA"	"Polyketides"	"Flavonoids"
"19108"	"HMDB38265"	"NA"	"Polyketides"	"Flavonoids"
"19109"	"HMDB38266"	"NA"	"Polyketides"	"Flavonoids"
"19110"	"HMDB38267"	"NA"	"Lipids"	"Fatty Acid Esters"
"19111"	"HMDB38268"	"NA"	"Lipids"	"Fatty Acid Esters"
"19112"	"HMDB38269"	"NA"	"Lipids"	"Fatty Acid Esters"
"19113"	"HMDB38270"	"NA"	"Lipids"	"Fatty Acid Esters"
"19114"	"HMDB38271"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"19115"	"HMDB38272"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"19116"	"HMDB38273"	"NA"	"Lipids"	"Fatty Acid Esters"
"19117"	"HMDB38274"	"NA"	"Lipids"	"Fatty Acid Esters"
"19118"	"HMDB38275"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"19119"	"HMDB38276"	"NA"	"Organic Acids and Derivatives"	"Keto-Acids and Derivatives"
"19120"	"HMDB38277"	"NA"	"Lipids"	"Fatty Acid Esters"
"19121"	"HMDB38278"	"NA"	"Lipids"	"Fatty Acid Esters"
"19122"	"HMDB38279"	"NA"	"Lipids"	"Fatty Acid Esters"
"19123"	"HMDB38280"	"NA"	"Lipids"	"Fatty Acid Esters"
"19124"	"HMDB38281"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenylacetic Acid Derivatives"
"19125"	"HMDB38282"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19126"	"HMDB38283"	"NA"	"Polyketides"	"Flavonoids"
"19127"	"HMDB38284"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzofurans"
"19128"	"HMDB38285"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Diphenylmethanes"
"19129"	"HMDB38286"	"NA"	"Polyketides"	"Flavonoids"
"19130"	"HMDB38287"	"NA"	"Polyketides"	"Flavonoids"
"19131"	"HMDB38288"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"19132"	"HMDB38289"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"19133"	"HMDB38290"	"NA"	"Lipids"	"Prenol Lipids"
"19134"	"HMDB38291"	"NA"	"Lipids"	"Fatty Acid Esters"
"19135"	"HMDB38292"	"NA"	"Aliphatic Homomonocyclic Compounds"	"Cycloalkanes"
"19136"	"HMDB38293"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Acenes"
"19137"	"HMDB38294"	"NA"	"Polyketides"	"Flavonoids"
"19138"	"HMDB38295"	"NA"	"Polyketides"	"Flavonoids"
"19139"	"HMDB38296"	"NA"	"Polyketides"	"Flavonoids"
"19140"	"HMDB38297"	"NA"	"Polyketides"	"Flavonoids"
"19141"	"HMDB38298"	"NA"	"Polyketides"	"Flavonoids"
"19142"	"HMDB38299"	"NA"	"Lipids"	"Fatty Acid Esters"
"19143"	"HMDB38300"	"NA"	"Lipids"	"Fatty Acid Esters"
"19144"	"HMDB38301"	"NA"	"Polyketides"	"Flavonoids"
"19145"	"HMDB38302"	"NA"	"Polyketides"	"Flavonoids"
"19146"	"HMDB38303"	"NA"	"Polyketides"	"Flavonoids"
"19147"	"HMDB38304"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19148"	"HMDB38305"	"NA"	"Organic Acids and Derivatives"	"Keto-Acids and Derivatives"
"19149"	"HMDB38306"	"NA"	"Lipids"	"Prenol Lipids"
"19150"	"HMDB38307"	"NA"	"Lipids"	"Fatty Acid Esters"
"19151"	"HMDB38308"	"NA"	"Aliphatic Acyclic Compounds"	"Acyclic Hydrocarbons"
"19152"	"HMDB38309"	"NA"	"Aliphatic Acyclic Compounds"	"Acyclic Hydrocarbons"
"19153"	"HMDB38310"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Lactones"
"19154"	"HMDB38311"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Lactones"
"19155"	"HMDB38312"	"NA"	"Lipids"	"Prenol Lipids"
"19156"	"HMDB38313"	"NA"	"Lipids"	"Prenol Lipids"
"19157"	"HMDB38314"	"NA"	"Lipids"	"Prenol Lipids"
"19158"	"HMDB38315"	"NA"	"Lipids"	"Prenol Lipids"
"19159"	"HMDB38316"	"NA"	"Lipids"	"Prenol Lipids"
"19160"	"HMDB38317"	"NA"	"Lipids"	"Prenol Lipids"
"19161"	"HMDB38318"	"C15769"	"Aromatic Heteropolycyclic Compounds"	"Benzoxazines"
"19162"	"HMDB38319"	"NA"	"Polyketides"	"Saxitoxins, Gonyautoxins, and Derivatives"
"19163"	"HMDB38321"	"NA"	"Alkaloids and Derivatives"	"N/A"
"19164"	"HMDB38322"	"NA"	"Aromatic Homomonocyclic Compounds"	"Acenes"
"19165"	"HMDB38323"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"19166"	"HMDB38324"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"19167"	"HMDB38325"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Phenols and Derivatives"
"19168"	"HMDB38326"	"NA"	"Lipids"	"Prenol Lipids"
"19169"	"HMDB38327"	"NA"	"Lipids"	"Prenol Lipids"
"19170"	"HMDB38328"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19171"	"HMDB38329"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19172"	"HMDB38330"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19173"	"HMDB38331"	"C03351"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19174"	"HMDB38332"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19175"	"HMDB38333"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19176"	"HMDB38334"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19177"	"HMDB38335"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19178"	"HMDB38336"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"19179"	"HMDB38337"	"NA"	"Lipids"	"Prenol Lipids"
"19180"	"HMDB38338"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"19181"	"HMDB38339"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"19182"	"HMDB38340"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"19183"	"HMDB38341"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19184"	"HMDB38342"	"NA"	"Lipids"	"Prenol Lipids"
"19185"	"HMDB38343"	"NA"	"Lipids"	"Prenol Lipids"
"19186"	"HMDB38344"	"NA"	"Lipids"	"Prenol Lipids"
"19187"	"HMDB38345"	"NA"	"Lipids"	"Prenol Lipids"
"19188"	"HMDB38346"	"NA"	"Lipids"	"Prenol Lipids"
"19189"	"HMDB38347"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"19190"	"HMDB38348"	"NA"	"Lipids"	"Prenol Lipids"
"19191"	"HMDB38349"	"NA"	"Lipids"	"Prenol Lipids"
"19192"	"HMDB38350"	"NA"	"Lipids"	"Prenol Lipids"
"19193"	"HMDB38351"	"NA"	"Lipids"	"Prenol Lipids"
"19194"	"HMDB38352"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"19195"	"HMDB38353"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"19196"	"HMDB38354"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"19197"	"HMDB38355"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Furans"
"19198"	"HMDB38356"	"NA"	"Polyketides"	"Flavonoids"
"19199"	"HMDB38357"	"NA"	"Polyketides"	"Flavonoids"
"19200"	"HMDB38358"	"NA"	"Lignans and Norlignans"	"N/A"
"19201"	"HMDB38359"	"NA"	"Polyketides"	"Flavonoids"
"19202"	"HMDB38360"	"NA"	"Polyketides"	"Flavonoids"
"19203"	"HMDB38361"	"C12136"	"Polyketides"	"Flavonoids"
"19204"	"HMDB38362"	"NA"	"Polyketides"	"Flavonoids"
"19205"	"HMDB38363"	"NA"	"Polyketides"	"Flavonoids"
"19206"	"HMDB38364"	"NA"	"Polyketides"	"Flavonoids"
"19207"	"HMDB38365"	"C12127"	"Polyketides"	"Flavonoids"
"19208"	"HMDB38366"	"C17640"	"Tannins"	"Proanthocyanidins"
"19209"	"HMDB38367"	"NA"	"Polyketides"	"Flavonoids"
"19210"	"HMDB38368"	"NA"	"Polyketides"	"Flavonoids"
"19211"	"HMDB38369"	"NA"	"Polyketides"	"Flavonoids"
"19212"	"HMDB38370"	"C17624"	"Tannins"	"Proanthocyanidins"
"19213"	"HMDB38371"	"NA"	"Tannins"	"Proanthocyanidins"
"19214"	"HMDB38372"	"NA"	"Tannins"	"Proanthocyanidins"
"19215"	"HMDB38373"	"NA"	"Tannins"	"Proanthocyanidins"
"19216"	"HMDB38374"	"NA"	"Tannins"	"Proanthocyanidins"
"19217"	"HMDB38375"	"NA"	"Tannins"	"Proanthocyanidins"
"19218"	"HMDB38376"	"NA"	"Lipids"	"Prenol Lipids"
"19219"	"HMDB38377"	"NA"	"Lipids"	"Prenol Lipids"
"19220"	"HMDB38378"	"NA"	"Lipids"	"Prenol Lipids"
"19221"	"HMDB38379"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Piperazines"
"19222"	"HMDB38380"	"NA"	"Lipids"	"Prenol Lipids"
"19223"	"HMDB38381"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Phenols and Derivatives"
"19224"	"HMDB38382"	"NA"	"Lipids"	"Prenol Lipids"
"19225"	"HMDB38383"	"NA"	"Lipids"	"Prenol Lipids"
"19226"	"HMDB38384"	"C08424"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19227"	"HMDB38385"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"19228"	"HMDB38386"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Ellagic Acids and Derivatives"
"19229"	"HMDB38387"	"NA"	"Lipids"	"Prenol Lipids"
"19230"	"HMDB38388"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"19231"	"HMDB38389"	"NA"	"Lipids"	"Prenol Lipids"
"19232"	"HMDB38390"	"NA"	"Lipids"	"Prenol Lipids"
"19233"	"HMDB38391"	"NA"	"Lipids"	"Prenol Lipids"
"19234"	"HMDB38392"	"NA"	"Polyketides"	"Flavonoids"
"19235"	"HMDB38393"	"NA"	"Lipids"	"Fatty Acid Esters"
"19236"	"HMDB38394"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"19237"	"HMDB38395"	"NA"	"Polyketides"	"Flavonoids"
"19238"	"HMDB38396"	"NA"	"Polyketides"	"Flavonoids"
"19239"	"HMDB38397"	"NA"	"Polyketides"	"Flavonoids"
"19240"	"HMDB38398"	"NA"	"Polyketides"	"Flavonoids"
"19241"	"HMDB38399"	"NA"	"Lipids"	"Prenol Lipids"
"19242"	"HMDB38400"	"NA"	"Lipids"	"Fatty Alcohols"
"19243"	"HMDB38401"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19244"	"HMDB38403"	"C08409"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19245"	"HMDB38404"	"C08419"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19246"	"HMDB38405"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19247"	"HMDB38406"	"C08411"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19248"	"HMDB38407"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19249"	"HMDB38408"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19250"	"HMDB38409"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19251"	"HMDB38410"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19252"	"HMDB38411"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19253"	"HMDB38412"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19254"	"HMDB38413"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19255"	"HMDB38414"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19256"	"HMDB38415"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19257"	"HMDB38416"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19258"	"HMDB38417"	"C08403"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19259"	"HMDB38418"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19260"	"HMDB38419"	"C02153"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19261"	"HMDB38420"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19262"	"HMDB38421"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19263"	"HMDB38422"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19264"	"HMDB38423"	"C08417"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19265"	"HMDB38424"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19266"	"HMDB38425"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19267"	"HMDB38426"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19268"	"HMDB38427"	"C08415"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19269"	"HMDB38428"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19270"	"HMDB38429"	"C08404"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"19271"	"HMDB38430"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Thiophenes"
"19272"	"HMDB38431"	"NA"	"Lipids"	"Prenol Lipids"
"19273"	"HMDB38432"	"NA"	"Aliphatic Acyclic Compounds"	"Isothiocyanates"
"19274"	"HMDB38433"	"NA"	"Aliphatic Acyclic Compounds"	"Isothiocyanates"
"19275"	"HMDB38434"	"NA"	"Aliphatic Acyclic Compounds"	"Isothiocyanates"
"19276"	"HMDB38435"	"NA"	"Aliphatic Acyclic Compounds"	"Isothiocyanates"
"19277"	"HMDB38436"	"NA"	"Aliphatic Acyclic Compounds"	"Isothiocyanates"
"19278"	"HMDB38437"	"NA"	"Aliphatic Acyclic Compounds"	"Thioethers"
"19279"	"HMDB38438"	"NA"	"Aliphatic Acyclic Compounds"	"Thioethers"
"19280"	"HMDB38439"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Oxazolidines"
"19281"	"HMDB38440"	"NA"	"Aliphatic Acyclic Compounds"	"Isothiocyanates"
"19282"	"HMDB38441"	"NA"	"Aliphatic Acyclic Compounds"	"Sulfoxides"
"19283"	"HMDB38442"	"NA"	"Aliphatic Acyclic Compounds"	"Isothiocyanates"
"19284"	"HMDB38443"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenylbutylamines"
"19285"	"HMDB38444"	"NA"	"Aromatic Homomonocyclic Compounds"	"Isothiocyanates"
"19286"	"HMDB38445"	"NA"	"Aromatic Homomonocyclic Compounds"	"Isothiocyanates"
"19287"	"HMDB38446"	"NA"	"Aliphatic Acyclic Compounds"	"Thiocyanates"
"19288"	"HMDB38447"	"NA"	"Aliphatic Acyclic Compounds"	"Isothiocyanates"
"19289"	"HMDB38448"	"NA"	"Polyketides"	"Flavonoids"
"19290"	"HMDB38449"	"NA"	"Lipids"	"Prenol Lipids"
"19291"	"HMDB38450"	"NA"	"Lipids"	"Prenol Lipids"
"19292"	"HMDB38451"	"NA"	"Lipids"	"Prenol Lipids"
"19293"	"HMDB38452"	"NA"	"Lipids"	"Prenol Lipids"
"19294"	"HMDB38453"	"NA"	"Polyketides"	"Flavonoids"
"19295"	"HMDB38454"	"NA"	"Polyketides"	"Flavonoids"
"19296"	"HMDB38455"	"NA"	"Polyketides"	"Flavonoids"
"19297"	"HMDB38456"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"19298"	"HMDB38457"	"C16952"	"Lipids"	"Fatty Amides"
"19299"	"HMDB38458"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"19300"	"HMDB38459"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Thiophenes"
"19301"	"HMDB38460"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Thiiranes"
"19302"	"HMDB38461"	"NA"	"Aliphatic Acyclic Compounds"	"Sulfoxides"
"19303"	"HMDB38462"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"19304"	"HMDB38463"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"19305"	"HMDB38464"	"NA"	"Polyketides"	"Flavonoids"
"19306"	"HMDB38465"	"NA"	"Polyketides"	"Flavonoids"
"19307"	"HMDB38466"	"NA"	"Polyketides"	"Flavonoids"
"19308"	"HMDB38467"	"NA"	"Polyketides"	"Flavonoids"
"19309"	"HMDB38468"	"NA"	"Polyketides"	"Flavonoids"
